English,Maths,Science,SST,Hindi,GK,study_hours,distraction_time,sleep_time,grade,pass_fail
8,65,98,52,75,80,2.9,0.1,6.2,C,Fail
7,96,61,44,91,66,6.1,3.6,5.4,C,Fail
83,0,59,73,12,11,5.8,3.9,6.5,F,Fail
66,92,9,45,82,3,4.1,1.1,5.0,D,Fail
1,0,80,24,4,47,4.8,1.2,6.3,F,Fail
66,81,49,99,32,16,3.4,2.5,4.8,D,Fail
50,91,35,12,84,89,1.1,3.3,7.2,C,Fail
31,4,11,58,40,36,3.8,1.9,6.5,F,Fail
55,68,10,93,8,27,4.1,0.3,4.8,F,Fail
13,34,41,52,99,21,1.1,2.2,9.9,F,Fail
85,52,8,70,16,60,6.5,3.6,7.9,D,Fail
88,90,93,29,33,32,5.1,4.2,5.6,C,Fail
92,64,83,9,18,22,3.2,4.0,8.1,D,Fail
95,53,73,1,99,47,4.5,2.3,9.1,C,Fail
35,23,60,28,77,57,2.3,3.4,4.5,D,Fail
8,75,41,38,68,39,5.4,3.4,6.9,F,Fail
86,83,4,76,73,48,2.3,1.4,8.2,C,Fail
95,88,43,25,35,52,6.8,1.3,7.6,D,Fail
22,87,94,29,62,2,7.2,0.3,7.8,D,Fail
40,47,70,7,6,36,1.0,3.1,6.5,F,Fail
20,33,48,26,7,33,5.9,2.6,5.4,F,Fail
50,62,39,21,7,27,5.1,3.0,8.5,F,Fail
25,13,78,13,75,99,1.7,1.7,4.4,D,Fail
56,64,24,30,85,9,7.0,4.4,5.6,F,Fail
7,96,98,18,29,8,3.6,3.6,5.6,F,Fail
2,33,24,29,0,17,2.4,4.4,5.7,F,Fail
12,12,41,100,73,77,3.1,4.3,8.1,D,Fail
44,55,86,4,43,27,2.3,4.8,6.7,F,Fail
3,31,27,55,3,7,2.9,1.5,6.4,F,Fail
70,15,69,79,90,75,5.4,2.9,4.9,C,Fail
78,86,48,1,65,18,4.9,1.9,5.6,D,Fail
55,54,30,21,74,47,6.7,3.2,5.3,D,Fail
88,83,7,8,17,30,1.2,0.9,5.1,F,Fail
40,23,85,47,13,18,6.2,0.2,7.6,F,Fail
25,99,11,6,74,83,7.2,2.0,4.8,D,Fail
11,52,16,17,23,71,1.8,0.9,8.1,F,Fail
22,36,73,96,23,99,1.6,0.5,9.2,D,Fail
46,17,100,25,70,42,6.5,1.4,5.7,D,Fail
86,83,83,31,89,99,7.8,1.0,4.9,B,Fail
89,33,89,99,68,55,3.1,1.2,4.3,C,Pass
91,45,2,9,5,97,5.0,0.8,6.9,F,Fail
51,12,58,38,52,57,1.4,3.1,4.6,F,Fail
92,60,76,33,83,43,3.1,1.6,7.6,C,Pass
15,86,95,76,25,64,6.6,1.7,5.3,C,Fail
50,83,2,86,65,15,6.9,4.8,7.4,D,Fail
43,19,55,22,59,70,6.1,2.1,9.3,F,Fail
4,22,9,26,98,0,6.9,5.0,9.7,F,Fail
27,33,42,83,27,48,6.6,3.6,8.7,F,Fail
85,88,1,22,50,16,5.4,4.0,9.3,F,Fail
86,35,27,28,41,57,2.3,4.8,8.9,D,Fail
100,83,10,79,98,49,7.1,3.7,7.9,C,Fail
5,40,35,38,86,92,3.4,1.4,8.1,D,Fail
2,47,5,6,43,60,6.9,0.8,6.2,F,Fail
60,96,39,2,29,23,4.0,4.3,7.7,F,Fail
23,49,19,56,49,94,5.1,4.4,9.1,D,Fail
92,3,57,9,62,35,6.4,0.5,5.8,F,Fail
64,11,61,23,1,46,6.1,2.0,9.4,F,Fail
17,28,53,50,13,93,3.1,2.5,8.1,F,Fail
11,84,81,10,26,87,5.3,2.2,6.1,D,Fail
46,7,100,68,70,63,7.3,4.7,6.5,D,Fail
18,53,0,12,49,52,1.8,1.8,7.3,F,Fail
97,98,60,80,89,20,5.8,5.0,9.5,C,Fail
53,9,86,93,58,7,1.7,0.0,8.8,D,Fail
11,23,44,52,52,16,4.6,1.6,7.6,F,Fail
41,69,78,39,22,22,2.2,0.8,7.3,D,Fail
36,15,37,98,39,28,5.1,3.2,4.2,F,Fail
24,59,37,62,38,63,7.0,4.5,10.0,D,Fail
11,78,91,84,79,22,2.5,4.3,7.3,C,Fail
34,94,60,26,95,32,1.1,0.4,7.0,D,Fail
58,68,17,47,80,65,2.6,1.8,4.2,D,Fail
75,57,96,6,8,68,1.1,4.6,7.8,D,Fail
43,71,12,3,51,74,3.9,3.7,9.0,F,Fail
64,10,92,60,92,87,1.5,2.4,4.9,C,Fail
73,69,67,3,70,47,3.6,0.1,5.6,D,Fail
84,59,51,85,32,57,4.7,0.8,7.7,C,Fail
0,50,15,98,99,31,7.4,1.7,8.4,D,Fail
36,88,54,1,75,18,7.6,2.9,6.5,D,Fail
98,55,28,83,35,70,5.1,3.9,4.7,C,Fail
75,10,75,89,29,78,7.4,2.3,7.2,D,Fail
98,19,11,66,83,49,5.6,3.9,9.2,D,Fail
53,73,18,13,51,77,6.5,2.7,9.0,D,Fail
63,17,97,81,30,83,6.3,1.4,9.5,C,Fail
84,99,54,9,70,21,4.1,1.5,5.3,D,Fail
12,96,94,50,63,91,3.4,0.0,7.1,C,Fail
28,70,46,25,69,95,1.8,1.4,8.1,D,Fail
84,18,97,49,34,48,7.8,2.3,8.1,D,Fail
30,95,83,21,66,7,2.1,0.5,5.3,D,Fail
30,66,50,95,73,91,3.4,4.2,8.6,C,Fail
50,97,68,74,70,71,6.3,2.6,7.4,C,Pass
50,77,23,29,51,49,4.5,3.8,6.6,D,Fail
76,68,30,75,29,9,5.7,2.6,9.3,D,Fail
91,19,11,84,93,48,1.1,0.9,6.5,D,Fail
100,7,29,16,66,20,2.0,4.2,7.2,F,Fail
15,44,2,39,19,6,7.0,0.6,4.5,F,Fail
20,52,95,29,10,80,5.7,2.8,7.3,D,Fail
61,14,18,14,38,34,3.5,1.8,7.3,F,Fail
94,54,64,34,15,0,2.6,3.2,6.3,F,Fail
62,28,21,79,92,5,7.0,2.0,4.3,D,Fail
63,95,35,95,19,54,7.9,4.1,8.4,C,Fail
69,21,84,82,14,97,3.4,1.7,4.3,C,Fail
51,38,1,90,44,23,3.8,2.9,6.9,F,Fail
64,52,20,91,66,93,5.7,3.3,9.5,C,Fail
17,32,14,23,35,59,4.2,0.5,7.7,F,Fail
41,15,4,5,41,87,3.1,4.2,7.3,F,Fail
27,46,71,0,67,56,1.9,1.8,8.8,F,Fail
12,38,26,38,71,11,6.1,4.3,6.4,F,Fail
96,73,46,23,44,18,4.0,3.5,9.8,D,Fail
22,77,22,40,17,35,3.9,3.1,7.1,F,Fail
84,31,92,70,35,39,4.5,4.4,6.4,D,Fail
45,62,98,73,49,29,3.5,3.4,5.9,D,Fail
28,91,10,91,95,23,5.7,4.8,10.0,D,Fail
62,19,97,93,72,73,5.8,1.8,4.4,C,Fail
58,53,12,41,43,85,7.1,2.3,6.2,D,Fail
46,23,50,17,22,0,6.0,0.9,6.4,F,Fail
73,92,34,24,23,12,4.4,2.5,8.0,F,Fail
27,90,89,10,48,34,5.6,0.5,7.0,D,Fail
64,72,21,50,90,8,5.7,4.0,6.8,D,Fail
65,42,4,80,36,57,3.6,2.5,4.3,D,Fail
66,64,61,87,62,29,2.5,0.7,7.4,C,Fail
37,66,76,99,47,11,2.2,3.5,5.3,D,Fail
1,74,84,100,54,5,4.5,5.0,6.3,D,Fail
61,48,99,83,53,9,5.8,4.1,8.2,D,Fail
99,5,57,77,56,2,4.4,0.3,4.6,D,Fail
95,76,81,43,52,85,4.3,0.7,5.1,C,Pass
54,74,38,58,97,4,3.0,3.9,8.7,D,Fail
15,90,1,18,22,40,5.7,1.2,7.7,F,Fail
26,39,27,67,60,37,6.2,3.1,4.5,F,Fail
17,48,84,25,2,76,5.1,0.2,5.9,F,Fail
99,10,39,3,33,64,5.6,0.3,8.9,F,Fail
12,21,55,64,91,96,6.0,4.0,7.1,D,Fail
24,41,84,32,56,36,7.1,0.6,6.3,D,Fail
66,62,81,22,71,72,2.5,2.3,10.0,C,Fail
62,99,4,0,21,73,6.0,0.1,5.9,F,Fail
22,77,17,88,21,43,2.9,1.4,9.2,F,Fail
40,69,84,70,17,78,1.4,0.4,6.5,D,Fail
44,8,25,25,29,26,1.5,2.2,9.0,F,Fail
97,69,78,9,35,45,1.0,4.4,4.3,D,Fail
92,88,82,77,2,49,7.3,3.7,6.0,C,Fail
84,54,10,73,78,29,5.5,1.1,9.1,D,Fail
16,32,20,77,9,86,2.6,3.5,4.4,F,Fail
40,91,46,72,86,70,7.2,0.6,6.7,C,Pass
70,59,86,24,21,42,7.2,3.2,5.4,D,Fail
34,46,32,84,74,12,7.4,2.8,6.0,D,Fail
56,97,27,97,95,86,3.1,1.7,4.0,B,Fail
80,6,73,82,23,8,6.6,2.7,8.8,D,Fail
16,18,8,63,56,37,3.0,3.2,7.8,F,Fail
20,92,33,11,38,95,4.0,0.6,9.2,D,Fail
92,94,18,54,8,51,6.6,4.8,4.5,D,Fail
52,94,62,18,32,63,7.8,4.0,6.4,D,Fail
34,76,97,97,98,95,4.7,1.8,5.2,B,Pass
30,90,63,14,45,47,2.9,4.7,7.7,D,Fail
0,19,21,53,76,64,3.7,1.3,9.4,F,Fail
48,5,40,30,89,63,4.9,1.9,6.4,D,Fail
48,39,14,69,64,6,4.3,2.9,7.7,F,Fail
65,97,34,76,80,9,1.6,5.0,8.5,C,Fail
92,64,50,29,38,9,4.3,3.0,9.2,D,Fail
64,40,80,11,1,72,5.4,4.6,7.7,F,Fail
60,98,21,96,55,20,3.2,1.2,6.4,D,Fail
3,25,86,59,22,40,7.3,2.6,9.4,F,Fail
60,0,29,91,16,22,6.4,2.5,9.6,F,Fail
51,70,57,21,58,43,1.5,2.9,5.1,D,Fail
39,19,100,16,51,3,6.5,1.9,8.4,F,Fail
15,71,60,43,17,49,3.6,3.0,9.9,F,Fail
93,20,21,46,24,85,7.3,3.5,8.7,D,Fail
65,3,79,11,16,35,6.2,2.0,4.1,F,Fail
77,54,72,63,46,89,1.3,5.0,4.2,C,Pass
3,29,10,50,18,12,4.3,0.1,4.5,F,Fail
37,26,87,79,9,52,7.0,0.7,6.7,D,Fail
12,71,90,59,13,43,2.4,0.2,8.3,D,Fail
23,50,21,61,25,85,1.3,1.0,9.4,F,Fail
5,1,30,23,34,46,2.5,4.6,7.1,F,Fail
1,78,58,95,62,74,7.0,1.2,4.6,C,Fail
96,54,28,78,20,1,5.3,3.9,9.7,D,Fail
76,87,61,94,14,69,6.0,1.1,5.1,C,Fail
68,43,40,82,19,96,2.0,0.9,6.9,D,Fail
69,7,42,9,40,3,2.2,2.1,6.7,F,Fail
45,88,69,79,43,91,4.1,0.6,9.0,C,Pass
38,78,37,29,13,49,4.5,4.5,8.2,F,Fail
60,35,3,42,13,88,2.2,5.0,6.4,F,Fail
63,6,47,61,24,80,3.4,3.7,4.2,D,Fail
3,16,46,80,44,88,3.4,3.8,4.8,D,Fail
21,38,38,99,15,100,2.5,3.6,7.5,D,Fail
40,56,27,76,79,20,5.4,2.9,6.0,D,Fail
52,89,45,6,17,88,1.4,3.7,7.8,D,Fail
81,82,66,54,61,17,6.2,2.0,4.7,C,Fail
7,10,11,47,62,26,7.5,3.3,4.7,F,Fail
7,62,67,30,31,12,2.1,4.9,5.0,F,Fail
85,17,68,11,1,41,4.2,4.7,6.9,F,Fail
14,57,32,66,62,47,3.9,0.0,5.6,D,Fail
1,32,92,5,42,99,3.5,4.2,4.6,D,Fail
90,90,23,58,66,60,5.1,3.3,7.0,C,Fail
2,37,41,47,88,12,4.4,4.0,6.4,F,Fail
79,42,74,56,20,94,4.3,0.2,6.1,C,Fail
62,0,91,96,66,78,5.4,2.5,8.4,C,Fail
60,16,72,68,28,62,2.2,1.0,8.6,D,Fail
20,44,44,86,34,51,6.5,4.5,7.4,D,Fail
97,15,4,0,21,47,5.6,0.3,7.2,F,Fail
84,6,24,56,11,30,4.4,4.2,5.5,F,Fail
74,92,33,36,57,59,7.2,3.9,4.2,D,Pass
100,68,83,70,22,64,7.7,1.5,6.9,C,Fail
94,53,26,92,78,35,2.8,4.3,8.9,C,Fail
16,72,25,21,40,58,3.7,0.5,6.4,F,Fail
54,25,3,26,97,57,2.0,2.6,9.6,F,Fail
6,44,12,5,34,94,7.7,1.9,5.8,F,Fail
3,59,44,71,74,65,4.3,0.1,7.0,D,Fail
16,35,92,48,15,74,3.2,1.2,9.4,D,Fail
17,79,83,71,93,37,7.8,4.7,4.6,C,Fail
80,72,1,58,41,87,2.6,3.0,5.6,D,Fail
7,29,49,21,58,23,1.0,1.7,6.9,F,Fail
29,54,98,60,61,30,5.4,3.3,5.6,D,Fail
13,73,49,41,70,39,4.5,1.9,6.9,D,Fail
48,36,9,53,6,80,3.7,2.6,4.0,F,Fail
35,6,23,33,64,28,4.8,0.4,7.2,F,Fail
35,72,62,22,92,65,5.2,1.3,6.6,D,Fail
70,74,70,42,87,54,3.4,0.9,4.1,C,Pass
73,47,51,71,0,1,1.9,1.7,6.4,F,Fail
30,95,1,23,100,42,3.5,2.2,6.5,D,Fail
42,50,88,45,74,98,1.1,3.1,9.3,C,Pass
0,62,75,61,60,39,2.7,0.2,6.4,D,Fail
89,10,62,68,55,6,2.7,0.6,4.8,D,Fail
52,90,20,29,77,0,3.3,3.1,9.9,F,Fail
68,61,34,78,34,47,3.0,1.6,8.6,D,Pass
30,30,100,7,5,86,4.4,3.5,6.7,F,Fail
3,31,52,66,62,79,4.9,3.3,6.1,D,Fail
30,23,2,32,93,25,2.7,4.6,8.8,F,Fail
27,96,86,25,72,7,3.1,3.4,6.6,D,Fail
7,54,84,57,2,8,5.7,1.8,5.0,F,Fail
3,23,90,75,27,98,3.4,3.5,4.8,D,Fail
90,16,5,81,59,98,6.0,2.8,6.6,D,Fail
33,46,31,56,45,34,1.4,3.8,4.8,F,Fail
75,4,89,25,76,23,3.0,0.3,9.3,D,Fail
100,61,76,78,65,10,3.2,3.9,4.4,C,Fail
59,7,70,47,80,40,6.2,1.4,7.6,D,Fail
36,90,36,63,58,87,5.5,0.4,8.5,C,Pass
26,89,42,14,57,48,4.8,4.3,8.1,D,Fail
79,46,58,84,51,39,7.0,2.4,5.6,D,Pass
11,64,42,100,69,45,7.5,1.4,6.0,D,Fail
2,67,62,29,96,92,5.1,4.0,4.2,D,Fail
70,0,59,33,86,2,1.7,3.7,7.5,F,Fail
23,23,2,58,57,72,4.5,3.0,8.4,F,Fail
70,8,59,38,32,33,6.1,4.7,9.8,F,Fail
16,59,41,46,86,52,3.1,4.9,5.9,D,Fail
57,67,62,58,81,95,5.1,0.9,4.7,C,Pass
55,33,49,1,76,52,7.0,0.5,8.4,F,Fail
65,1,68,59,77,22,1.2,3.5,6.6,D,Fail
47,48,39,61,14,29,1.4,3.1,6.6,F,Fail
63,41,100,52,95,96,4.3,0.1,7.3,C,Pass
89,82,98,3,88,7,4.1,2.0,6.3,C,Fail
96,26,1,72,54,57,4.5,0.0,9.2,D,Fail
83,23,94,43,67,95,6.7,2.9,9.2,C,Fail
16,81,71,50,51,11,5.0,4.0,4.8,D,Fail
15,100,91,8,7,24,4.1,0.2,7.0,F,Fail
22,43,55,67,22,8,3.6,1.5,8.9,F,Fail
97,41,2,82,33,89,6.1,1.4,8.5,D,Fail
66,36,11,86,80,15,1.0,0.1,4.5,D,Fail
16,64,93,95,29,67,2.3,0.2,8.5,C,Fail
18,32,82,35,90,76,1.0,0.6,7.4,D,Fail
24,10,8,5,57,99,6.1,3.3,7.8,F,Fail
78,10,22,25,0,93,4.5,4.7,6.3,F,Fail
4,98,49,8,3,70,2.4,3.4,9.4,F,Fail
5,13,62,100,74,64,2.5,3.6,7.5,D,Fail
7,95,96,7,13,23,5.9,1.5,8.9,F,Fail
0,86,32,13,62,55,7.1,0.6,7.4,F,Fail
43,37,48,42,9,26,6.5,2.5,5.0,F,Fail
29,12,57,2,83,99,4.8,1.4,7.6,D,Fail
39,87,4,15,14,76,7.3,1.4,9.8,F,Fail
3,52,57,84,74,57,3.2,1.5,5.0,D,Fail
77,74,67,25,2,56,2.0,2.7,10.0,D,Fail
41,10,10,53,37,19,2.0,2.3,8.3,F,Fail
13,49,24,54,50,89,3.6,0.4,9.5,D,Fail
28,6,17,30,42,83,6.9,2.7,6.6,F,Fail
50,93,29,93,52,81,5.9,1.9,8.1,C,Fail
11,75,33,25,5,100,3.5,3.2,8.9,F,Fail
46,86,99,76,94,60,4.9,0.8,7.5,B,Pass
59,46,56,32,31,3,4.1,1.5,6.8,F,Fail
25,86,97,50,55,70,1.7,0.0,7.6,C,Fail
33,17,78,54,42,23,7.7,3.4,9.1,F,Fail
18,76,56,63,79,1,7.7,1.5,6.8,D,Fail
21,83,92,81,92,43,3.5,3.2,9.7,C,Fail
88,84,57,63,30,49,6.3,2.1,9.5,C,Fail
68,78,37,61,52,79,3.9,0.9,6.8,C,Pass
51,23,98,6,13,49,2.0,0.5,4.7,F,Fail
21,1,76,35,37,17,5.8,0.9,9.5,F,Fail
76,21,53,51,84,89,7.5,4.3,6.1,C,Fail
79,39,97,60,80,15,5.6,0.1,8.1,C,Fail
74,75,100,1,53,17,2.9,4.0,5.2,D,Fail
91,7,45,99,38,51,2.0,4.2,5.2,D,Fail
67,26,76,37,20,89,7.2,3.4,5.0,D,Fail
94,15,51,40,70,80,3.8,1.1,6.3,D,Fail
59,50,0,97,90,100,5.2,1.2,7.7,C,Fail
26,79,61,62,98,90,4.0,2.1,9.2,C,Fail
91,55,66,56,40,30,6.4,4.2,5.7,D,Fail
91,72,36,90,47,66,7.6,1.3,8.2,C,Pass
70,84,31,37,19,7,3.7,1.5,6.1,F,Fail
68,45,57,69,66,28,4.5,0.4,6.3,D,Fail
16,21,99,13,5,29,3.7,4.9,9.4,F,Fail
33,0,76,47,7,21,6.7,4.4,7.7,F,Fail
22,83,23,90,12,68,7.1,3.4,4.3,D,Fail
85,87,76,84,0,3,3.7,2.7,10.0,D,Fail
38,30,23,78,4,48,3.4,4.9,10.0,F,Fail
33,10,56,28,21,32,2.1,2.8,9.7,F,Fail
22,68,94,28,5,51,7.5,1.1,8.3,F,Fail
16,79,27,8,65,3,3.9,4.2,8.8,F,Fail
64,49,63,2,36,2,8.0,1.7,8.9,F,Fail
55,60,67,78,70,67,1.7,1.2,9.7,C,Pass
8,11,98,94,50,2,3.6,0.4,7.7,F,Fail
97,84,33,42,27,55,3.5,2.4,8.7,D,Fail
96,50,98,19,28,71,5.1,0.7,5.5,C,Fail
93,27,32,12,87,43,5.7,3.8,8.7,D,Fail
75,40,48,6,35,92,2.5,4.6,9.5,D,Fail
80,32,97,17,4,0,4.4,4.2,9.7,F,Fail
50,11,14,3,55,96,6.0,0.8,6.2,F,Fail
22,76,43,0,56,75,5.0,4.9,6.4,D,Fail
17,79,92,29,29,83,2.8,3.2,6.2,D,Fail
3,30,50,49,13,7,3.0,2.0,7.5,F,Fail
28,54,84,38,12,63,1.3,1.1,7.0,D,Fail
82,95,99,51,77,70,2.6,3.5,7.5,B,Pass
85,4,94,78,61,16,6.8,0.1,4.4,D,Fail
97,48,88,36,57,91,2.3,0.9,4.7,C,Pass
42,94,81,40,47,55,2.9,3.3,6.4,D,Pass
72,46,49,31,95,53,6.1,1.9,4.0,D,Fail
90,99,71,82,92,18,7.9,2.5,8.5,B,Fail
21,98,82,11,97,61,1.6,0.1,6.0,C,Fail
66,69,96,52,33,32,3.8,3.6,8.9,D,Fail
79,39,46,42,60,41,3.9,1.8,6.1,D,Pass
48,77,32,27,56,40,7.4,2.2,5.1,D,Fail
88,34,52,38,52,85,7.2,0.1,8.4,D,Pass
79,86,82,64,0,52,7.4,1.8,8.4,C,Fail
83,26,27,30,46,6,1.1,2.1,5.1,F,Fail
88,6,83,56,57,93,2.8,2.4,7.8,C,Fail
21,95,39,61,13,1,5.0,4.1,7.1,F,Fail
97,21,17,45,81,62,1.8,0.9,4.6,D,Fail
36,17,42,28,75,17,1.5,0.8,9.1,F,Fail
99,27,52,14,42,32,6.0,1.7,7.5,F,Fail
17,89,20,63,27,83,4.7,4.6,4.9,D,Fail
97,76,94,51,38,70,1.7,1.2,8.1,C,Pass
93,47,97,85,84,8,6.2,2.3,8.9,C,Fail
27,16,21,34,58,78,5.0,0.3,5.5,F,Fail
43,55,98,42,22,73,4.5,4.7,5.3,D,Fail
0,99,61,20,7,19,7.5,2.6,7.0,F,Fail
66,94,55,30,84,86,4.8,1.6,6.2,C,Fail
85,99,71,7,61,77,4.6,4.1,9.1,C,Fail
90,27,21,30,72,61,1.6,0.3,6.5,D,Fail
68,54,70,63,7,70,3.7,2.7,5.8,D,Fail
31,54,92,59,58,93,3.9,4.2,5.7,C,Fail
36,94,26,12,5,64,7.8,4.6,6.7,F,Fail
14,4,14,0,14,99,2.2,1.9,7.2,F,Fail
85,26,97,29,75,59,5.3,3.4,7.7,C,Fail
80,34,41,55,44,51,3.2,1.8,6.4,D,Pass
80,7,49,6,10,66,5.7,1.0,8.4,F,Fail
74,39,1,75,60,75,4.1,1.5,6.6,D,Fail
47,11,60,93,1,79,5.6,0.7,8.9,D,Fail
99,51,66,97,75,55,6.1,4.7,5.6,C,Pass
24,11,96,72,64,55,7.6,2.4,4.7,D,Fail
53,35,43,43,68,92,4.8,1.7,5.0,D,Pass
69,10,90,53,61,58,4.1,0.5,6.0,D,Fail
81,6,10,71,63,51,5.0,2.2,8.3,D,Fail
5,60,65,94,95,72,7.0,3.9,8.9,C,Fail
90,4,80,100,57,23,2.4,0.2,5.1,D,Fail
83,80,45,9,36,20,7.3,3.7,9.7,D,Fail
81,96,92,94,23,11,4.9,0.2,5.4,C,Fail
35,37,2,35,21,7,3.8,0.5,9.7,F,Fail
18,46,23,79,5,7,2.6,4.7,8.5,F,Fail
57,80,59,2,8,51,3.0,0.0,4.4,F,Fail
61,31,26,84,23,37,3.9,1.6,7.2,F,Fail
3,31,44,55,34,52,6.2,3.3,5.6,F,Fail
82,51,94,80,1,58,6.2,2.0,8.3,C,Fail
21,74,96,18,66,85,5.1,3.7,4.6,C,Fail
4,75,10,87,57,17,3.0,0.4,8.2,F,Fail
65,22,15,43,71,67,4.7,2.8,10.0,D,Fail
15,12,35,43,99,80,2.9,0.4,6.5,D,Fail
96,53,1,16,22,85,2.0,3.3,9.7,D,Fail
56,85,17,82,93,14,7.9,4.5,6.4,D,Fail
4,87,7,18,51,11,6.1,1.1,5.2,F,Fail
92,33,81,64,74,46,7.9,3.5,8.1,C,Pass
79,5,8,39,85,47,6.4,1.2,4.4,F,Fail
36,51,11,37,97,67,1.9,4.5,4.4,D,Fail
94,3,49,97,2,7,1.4,1.4,8.5,F,Fail
32,17,57,85,77,92,3.4,1.6,6.6,C,Fail
68,66,75,61,83,43,1.6,4.7,4.5,C,Pass
46,72,53,19,8,94,7.5,4.8,6.0,D,Fail
1,2,13,80,98,67,1.4,1.6,6.4,F,Fail
50,77,47,26,76,54,5.6,1.4,8.0,D,Fail
6,16,21,58,43,10,5.8,1.0,8.5,F,Fail
61,53,81,89,93,12,1.0,3.3,4.3,C,Fail
91,84,74,83,99,82,7.5,0.4,6.5,B,Pass
81,6,29,77,100,29,6.5,4.8,8.6,D,Fail
62,47,40,80,29,81,2.8,0.9,4.9,D,Fail
83,85,99,99,84,87,3.2,0.2,9.9,B,Pass
62,63,29,97,92,9,6.9,1.2,6.4,D,Fail
9,8,59,95,4,34,5.2,0.8,8.8,F,Fail
50,0,89,10,60,78,1.7,3.9,5.9,D,Fail
88,86,74,96,79,35,7.4,1.2,8.3,B,Pass
69,9,85,86,4,27,7.3,1.9,7.2,D,Fail
91,61,88,37,90,23,7.4,4.5,7.8,C,Fail
65,65,68,45,20,59,7.8,0.0,7.4,D,Fail
35,84,65,45,96,22,6.5,3.0,5.5,D,Fail
52,73,95,35,48,26,7.8,3.2,5.7,D,Fail
45,61,76,98,65,21,6.4,0.8,8.7,C,Fail
58,100,89,27,89,80,6.8,2.8,4.0,C,Fail
99,27,91,52,51,24,6.2,2.8,6.5,D,Fail
84,1,53,33,41,76,1.1,1.5,9.3,D,Fail
4,19,100,38,73,31,4.4,2.8,6.3,F,Fail
0,3,14,46,29,5,7.8,0.6,4.6,F,Fail
53,48,6,99,2,75,1.7,2.7,7.5,D,Fail
31,11,100,6,50,44,1.6,3.9,7.9,F,Fail
82,10,96,32,7,44,5.0,2.9,5.3,D,Fail
33,44,100,64,72,51,4.6,1.8,7.4,C,Pass
10,87,35,96,96,17,5.2,5.0,9.9,D,Fail
1,36,83,58,80,57,7.6,1.4,10.0,D,Fail
74,76,76,72,68,81,2.8,4.7,7.7,C,Pass
47,96,23,92,12,49,7.8,0.9,5.2,D,Fail
98,38,62,57,15,90,2.7,3.3,7.5,C,Fail
70,41,43,45,85,80,5.4,2.6,6.3,C,Pass
30,4,17,5,49,27,4.9,1.4,5.6,F,Fail
17,3,48,31,95,82,5.2,3.6,5.5,D,Fail
96,64,16,79,65,3,3.5,3.8,8.1,D,Fail
57,98,52,4,60,20,6.8,4.7,8.8,D,Fail
84,53,77,40,15,50,3.2,0.5,8.4,D,Fail
99,20,0,26,50,10,7.3,3.8,9.0,F,Fail
26,21,20,23,18,23,3.7,0.4,10.0,F,Fail
10,23,23,11,6,39,7.0,0.9,5.2,F,Fail
22,70,37,30,28,43,7.4,0.6,7.5,F,Fail
48,97,36,20,59,22,5.4,3.4,4.3,D,Fail
28,58,39,20,85,98,6.3,2.2,4.5,D,Fail
82,79,39,86,3,84,4.9,1.8,6.7,C,Fail
7,72,65,77,19,65,3.9,1.0,9.2,D,Fail
78,38,49,19,69,27,5.4,2.4,7.0,D,Fail
97,77,72,22,34,21,7.0,0.3,5.6,D,Fail
97,67,44,8,50,13,2.6,3.1,6.8,D,Fail
10,29,100,38,97,23,1.4,2.5,5.5,D,Fail
41,75,61,26,28,65,3.1,2.6,7.8,D,Fail
54,43,27,36,22,76,5.0,2.8,8.5,F,Fail
31,84,68,100,35,91,3.0,3.5,9.2,C,Fail
73,92,26,98,23,86,7.6,1.8,8.6,C,Fail
47,31,83,16,92,56,2.0,1.9,7.8,D,Fail
1,77,41,37,54,54,8.0,1.7,9.8,F,Fail
35,21,68,37,53,21,2.0,0.5,4.4,F,Fail
92,58,96,85,48,26,3.4,1.8,6.7,C,Fail
24,97,8,63,99,30,5.6,2.7,4.3,D,Fail
33,98,35,12,58,88,7.6,1.2,4.1,D,Fail
64,5,10,79,21,10,5.5,3.3,8.9,F,Fail
56,25,14,62,34,10,6.0,3.8,8.1,F,Fail
88,85,88,89,49,28,6.1,3.3,9.3,C,Fail
83,47,65,22,38,68,6.3,1.7,6.9,D,Fail
91,35,80,84,36,99,2.1,4.7,6.0,C,Pass
61,98,84,5,84,7,5.1,1.2,6.3,D,Fail
29,50,84,35,60,26,6.5,0.8,6.8,D,Fail
90,99,100,26,46,5,3.4,1.5,7.9,C,Fail
43,13,12,25,42,42,4.4,4.3,7.9,F,Fail
95,11,49,52,59,54,3.8,2.0,5.2,D,Fail
92,4,98,6,15,95,6.6,4.8,5.7,D,Fail
78,22,71,24,10,62,1.9,4.3,9.1,F,Fail
72,0,85,69,29,54,3.3,1.2,4.5,D,Fail
23,84,86,4,6,2,7.8,4.5,8.0,F,Fail
97,78,46,81,54,48,1.1,0.9,7.8,C,Pass
41,11,0,99,93,22,4.7,0.6,8.9,F,Fail
53,46,55,9,4,13,2.0,2.0,6.2,F,Fail
75,19,61,95,50,39,1.8,4.1,7.2,D,Fail
27,53,1,80,13,13,6.7,0.3,5.5,F,Fail
64,17,33,86,48,79,2.5,4.2,8.2,D,Fail
69,23,80,47,79,38,5.3,2.6,6.2,D,Fail
28,67,59,25,37,61,2.9,0.0,10.0,D,Fail
87,7,39,24,62,3,5.2,4.0,9.9,F,Fail
6,37,23,94,67,36,6.9,4.3,9.1,F,Fail
